date,estacion,franja_horaria,clase,CO,NO2,O3,PM10,PM2.5
2023-01-22,NORESTE3,fuera_pico_10_12,0,0.7163333333333333,8.0,36.43333333333334,33.666666666666664,6.75
2023-01-22,NORESTE3,pico_7_9,0,0.7303333333333333,10.25,30.299999999999997,41.83333333333333,4.5
2023-01-22,NOROESTE3,fuera_pico_10_12,0,1.2383333333333333,16.199999999999996,33.166666666666664,38.83333333333333,6.71
2023-01-22,NOROESTE3,pico_7_9,0,1.1533333333333333,18.049999999999997,24.833333333333336,30.333333333333336,7.175
2023-01-22,NORTE2,fuera_pico_10_12,1,0.69,13.899999999999999,31.25,61.25,5.805
2023-01-22,NORTE2,pico_7_9,1,0.625,14.55,27.5,40.25,5.015000000000001
2023-01-22,SUR,fuera_pico_10_12,0,1.295,10.191666666666666,32.375,41.0,6.26125
2023-01-22,SUR,pico_7_9,0,1.27625,18.066666666666666,26.625,44.75,8.693333333333335
2023-01-22,SUROESTE2,fuera_pico_10_12,1,1.2824999999999998,19.1,24.0,46.5,10.0
2023-01-22,SUROESTE2,pico_7_9,1,1.2775,14.9,21.0,42.5,11.0
2023-01-23,CENTRO,fuera_pico_10_12,1,1.6150000000000002,22.450000000000003,18.0,44.0,25.48520124255306
2023-01-23,CENTRO,pico_7_9,1,1.4649999999999999,22.299999999999997,19.0,55.0,18.53452326622858
2023-01-23,NORESTE3,fuera_pico_10_12,0,0.9111666666666667,23.016666666666666,17.333333333333336,37.5,15.0
2023-01-23,NORESTE3,pico_7_9,0,0.8893333333333334,22.883333333333333,19.916666666666664,51.0,13.25
2023-01-23,NOROESTE3,fuera_pico_10_12,0,1.16,17.516666666666666,23.33333333333333,21.75,13.64
